Unit ID,English_Sen,Arabic_Sen,Franco
2069,"124 SQM, with 2 bedrooms and 2 bathrooms, priced at 7510000 in Sidi Abd El-Rahman","شالية للبيع في هايد بارك الساحل- سي شور 124 متر ب أوضتين و حمامين, بسعر 7510000 في سيدي عبد إل-رحمان",shalya lilbi3 fi hayd barek alsa7l si shwr 124 mtr b 2wdtyn w hmamen bs3r 7510000 fi sidi 3abd elrahman
2068,"Standalone Villa For Sale In Badya 197 SQM, with 3 bedrooms and 3 bathrooms, priced at 20761000 in 6th of October","فيلا مستقلة للبيع في بادية 197 متر ب 3 أوض و 3 حمامات, بسعر 20761000 في 6 أكتوبر",fyla mostakilla lilbi3 fi badya 197 mtr b 3 2wd w 3 hamamet bs3r 20761000 fi 6 2ktwbr
2067,"282 SQM, with 3 bedrooms and 3 bathrooms, priced at 25292000 in 6th of October","توين هاوس للبيع فى بادية 282 متر ب 3 أوض و 3 حمامات, بسعر 25292000 في 6 أكتوبر",twyn haws lilbi3 fi badya 282 mtr b 3 2wd w 3 hamamet bs3r 25292000 fi 6 2ktwbr
2066,"138 SQM, with 3 bedrooms and 3 bathrooms, priced at 7119000 in Ras ElHekma","شالية لاجون ارضي للبيع في ذا ميد الساحل الشمالي 138 متر ب 3 أوض و 3 حمامات, بسعر 7119000 في راس حكمة",shalya lagwn ardy lilbi3 fi dha myd alsa7l alshmaly 138 mtr b 3 2wd w 3 hamamet bs3r 7119000 fi rass 7ekma
2065,"138 SQM, with 3 bedrooms and 4 bathrooms, priced at 6950700 in Ras ElHekma","شالية لاجون ارضي للبيع في ذا ميد الساحل الشمالي 138 متر ب 3 أوض و 4 حمامات, بسعر 6950700 في راس حكمة",shalya lagwn ardy lilbi3 fi dha myd alsa7l alshmaly 138 mtr b 3 2wd w 4 hamamet bs3r 6950700 fi rass 7ekma
2064,"158 SQM, with 3 bedrooms and 4 bathrooms, priced at 7606800 in Ras ElHekma","سينيور شالية للبيع في ذا ميد الساحل الشمالي 158 متر ب 3 أوض و 4 حمامات, بسعر 7606800 في راس حكمة",synywr shalya lilbi3 fi dha myd alsa7l alshmaly 158 mtr b 3 2wd w 4 hamamet bs3r 7606800 fi rass 7ekma
2063,"158 SQM, with 4 bedrooms and 5 bathrooms, priced at 7457400 in Ras ElHekma","سينيور شالية للبيع في ذا ميد الساحل الشمالي 158 متر ب 4 أوض و 5 حمامات, بسعر 7457400 في راس حكمة",synywr shalya lilbi3 fi dha myd alsa7l alshmaly 158 mtr b 4 2wd w 5 hamamet bs3r 7457400 fi rass 7ekma
2062,"200 SQM, with 4 bedrooms and 3 bathrooms, priced at 14731000 in Ras ElHekma","تاون هاوس للبيع في وتار فيلاج ذا ميد 200 متر ب 4 أوض و 3 حمامات, بسعر 14731000 في راس حكمة",tawn haws lilbi3 fi wtar fylag dha myd 200 mtr b 4 2wd w 3 hamamet bs3r 14731000 fi rass 7ekma
2061,"324 SQM, with 3 bedrooms and 4 bathrooms, priced at 12430800 in Ras ElHekma","صن ست فيلا للبيع في ذل ميد الساحل الشمالي 324 متر ب 3 أوض و 4 حمامات, بسعر 12430800 في راس حكمة",sn st fyla lilbi3 fi zl myd alsa7l alshmaly 324 mtr b 3 2wd w 4 hamamet bs3r 12430800 fi rass 7ekma
2060,"311 SQM, with 3 bedrooms and 4 bathrooms, priced at 10873800 in Ras ElHekma","صن سيت فيلا للبيع في ذا ميد الساحل الشمالي 311 متر ب 3 أوض و 4 حمامات, بسعر 10873800 في راس حكمة",sn syt fyla lilbi3 fi dha myd alsa7l alshmaly 311 mtr b 3 2wd w 4 hamamet bs3r 10873800 fi rass 7ekma
2059,"445 SQM, with 3 bedrooms and 4 bathrooms, priced at 26972100 in Ras ElHekma","وان ستوري فيلا للبيع في ذا ميد الساحل الشمالي 445 متر ب 3 أوض و 4 حمامات, بسعر 26972100 في راس حكمة",wan stwry fyla lilbi3 fi dha myd alsa7l alshmaly 445 mtr b 3 2wd w 4 hamamet bs3r 26972100 fi rass 7ekma
2058,"296 SQM, with 4 bedrooms and 4 bathrooms, priced at 24018000 in Ras ElHekma","وان ستوري فيلا للبيع في واتر فيلاج ذا ميد 296 متر ب 4 أوض و 4 حمامات, بسعر 24018000 في راس حكمة",wan stwry fyla lilbi3 fi watr fylag dha myd 296 mtr b 4 2wd w 4 hamamet bs3r 24018000 fi rass 7ekma
2057,"252 SQM, with 2 bedrooms and 2 bathrooms, priced at 11957400 in Ras ElHekma","هوريزون بنت هاوس شالية في ذا ميد الساحل الشمالي 252 متر ب أوضتين و حمامين, بسعر 11957400 في راس حكمة",hwryzwn bint haws shalya fi dha myd alsa7l alshmaly 252 mtr b 2wdtyn w hmamen bs3r 11957400 fi rass 7ekma
2056,"230 SQM, with 2 bedrooms and 2 bathrooms, priced at 9972900 in Ras ElHekma","هوريزون بنت هاوس شالية في ذا ميد الساحل الشمالي 230 متر ب أوضتين و حمامين, بسعر 9972900 في راس حكمة",hwryzwn bint haws shalya fi dha myd alsa7l alshmaly 230 mtr b 2wdtyn w hmamen bs3r 9972900 fi rass 7ekma
2055,"Loft For Sale In The Gray Laguna 229 SQM, with 2 bedrooms and 2 bathrooms, priced at 44346000 in Ras ElHekma","لوفت للبيع في ذا جراي لاجونا 229 متر ب أوضتين و حمامين, بسعر 44346000 في راس حكمة",lwft lilbi3 fi dha gray lagwna 229 mtr b 2wdtyn w hmamen bs3r 44346000 fi rass 7ekma
2054,"Loft For Sale In The Gray Laguna 201 SQM, with 2 bedrooms and 2 bathrooms, priced at 30313000 in Ras ElHekma","لوفت للبيع في ذا جراي لاجونا 201 متر ب أوضتين و حمامين, بسعر 30313000 في راس حكمة",lwft lilbi3 fi dha gray lagwna 201 mtr b 2wdtyn w hmamen bs3r 30313000 fi rass 7ekma
2053,"138 SQM, with 6 bedrooms and 5 bathrooms, priced at 6435900 in Ras ElHekma","شالية ارضي للبيع في ذا ميد الساحل الشمالي 138 متر ب 6 أوض و 5 حمامات, بسعر 6435900 في راس حكمة",shalya ardy lilbi3 fi dha myd alsa7l alshmaly 138 mtr b 6 2wd w 5 hamamet bs3r 6435900 fi rass 7ekma
2052,"120 SQM, with 3 bedrooms and 3 bathrooms, priced at 6509700 in Ras ElHekma","شالية أرضي للبيع في ذا ميد الساحل الشمالي 120 متر ب 3 أوض و 3 حمامات, بسعر 6509700 في راس حكمة",shalya 2rdy lilbi3 fi dha myd alsa7l alshmaly 120 mtr b 3 2wd w 3 hamamet bs3r 6509700 fi rass 7ekma
2051,"138 SQM, with 3 bedrooms and 3 bathrooms, priced at 9354000 in Ras ElHekma","لاجون شالية للبيع في ذا ميد الساحل الشمالي 138 متر ب 3 أوض و 3 حمامات, بسعر 9354000 في راس حكمة",lagwn shalya lilbi3 fi dha myd alsa7l alshmaly 138 mtr b 3 2wd w 3 hamamet bs3r 9354000 fi rass 7ekma
2050,"127 SQM, with 3 bedrooms and 2 bathrooms, priced at 5726700 in Ras ElHekma","لاجون شالية للبيع في ذا ميد الساحل الشمالي 127 متر ب 3 أوض و حمامين, بسعر 5726700 في راس حكمة",lagwn shalya lilbi3 fi dha myd alsa7l alshmaly 127 mtr b 3 2wd w hmamen bs3r 5726700 fi rass 7ekma
2049,"767 SQM, with bedroom and bathroom, priced at 94208000 in Ras ElHekma","فيلا مستقلة للبيع في ذا ميد الساحل الشمالي 767 متر ب أوضة و حمام, بسعر 94208000 في راس حكمة",fyla mostakilla lilbi3 fi dha myd alsa7l alshmaly 767 mtr b 2wda w hamam bs3r 94208000 fi rass 7ekma
2048,"236 SQM, with bedroom and bathroom, priced at 17761000 in Ras ElHekma","فيلا مستقلة للبيع في وتار فيلاج ذا ميد 236 متر ب أوضة و حمام, بسعر 17761000 في راس حكمة",fyla mostakilla lilbi3 fi wtar fylag dha myd 236 mtr b 2wda w hamam bs3r 17761000 fi rass 7ekma
2047,"Chalet For Sale In Waterfall Village 170 SQM, with bedroom and bathroom, priced at 21400000 in Ras ElHekma","شالية للبيع في واتر فول فيلدج 170 متر ب أوضة و حمام, بسعر 21400000 في راس حكمة",shalya lilbi3 fi watr foul fyldg 170 mtr b 2wda w hamam bs3r 21400000 fi rass 7ekma
2046,"311 SQM, with bedroom and bathroom, priced at 14593000 in Ras ElHekma","شالية للبيع في ذا ميد الساحل الشمالي 311 متر ب أوضة و حمام, بسعر 14593000 في راس حكمة",shalya lilbi3 fi dha myd alsa7l alshmaly 311 mtr b 2wda w hamam bs3r 14593000 fi rass 7ekma
2044,"72 SQM, with bedroom and bathroom, priced at 8870000 in Madinaty","وحدة تجارية للبيع في ماركيت 72 متر ب أوضة و حمام, بسعر 8870000 في ماديناتي",wa7ada tgarya lilbi3 fi markyt 72 mtr b 2wda w hamam bs3r 8870000 fi madynaty
2043,"127 SQM, with 4 bedrooms and 5 bathrooms, priced at 15400000 in Madinaty","محل تجاري  للبيع في ماركيت 127 متر ب 4 أوض و 5 حمامات, بسعر 15400000 في ماديناتي",mahal tjari lilbi3 fi markyt 127 mtr b 4 2wd w 5 hamamet bs3r 15400000 fi madynaty
2042,"148 SQM, with 4 bedrooms and 5 bathrooms, priced at 9900000 in Madinaty","مكتب للبيع في ماركيت 148 متر ب 4 أوض و 5 حمامات, بسعر 9900000 في ماديناتي",makteb lilbi3 fi markyt 148 mtr b 4 2wd w 5 hamamet bs3r 9900000 fi madynaty
2041,"46 SQM, with 3 bedrooms and 2 bathrooms, priced at 6900000 in Madinaty","محل تجاري  للبيع في ماركيت 46 متر ب 3 أوض و حمامين, بسعر 6900000 في ماديناتي",mahal tjari lilbi3 fi markyt 46 mtr b 3 2wd w hmamen bs3r 6900000 fi madynaty
2040,"34 SQM, with 3 bedrooms and 3 bathrooms, priced at 2500000 in Madinaty","مكتب للبيع في ماركيت 34 متر ب 3 أوض و 3 حمامات, بسعر 2500000 في ماديناتي",makteb lilbi3 fi markyt 34 mtr b 3 2wd w 3 hamamet bs3r 2500000 fi madynaty
2039,"209 SQM, with 3 bedrooms and 3 bathrooms, priced at 16706000 in Ain El Sokhna","توين هاوس للبيع في أزها السخنة 209 متر ب 3 أوض و 3 حمامات, بسعر 16706000 في العين السخنة",twyn haws lilbi3 fi 2zha als5na 209 mtr b 3 2wd w 3 hamamet bs3r 16706000 fi l3in als5na
2038,"209 SQM, with 5 bedrooms and 5 bathrooms, priced at 16706000 in Ain El Sokhna","توين هاوس للبيع في أزها السخنة 209 متر ب 5 أوض و 5 حمامات, بسعر 16706000 في العين السخنة",twyn haws lilbi3 fi 2zha als5na 209 mtr b 5 2wd w 5 hamamet bs3r 16706000 fi l3in als5na
2037,"180 SQM, with 3 bedrooms and 3 bathrooms, priced at 6950000 in New Cairo","شقة كاملة التشطيب للبيع فى فيفت سكوير 180 متر ب 3 أوض و 3 حمامات, بسعر 6950000 في القاهرة الجديدة",sh2a kamla altshtyb lilbi3 fi fyft skwyr 180 mtr b 3 2wd w 3 hamamet bs3r 6950000 fi al2ahra ejadida
2036,"300 SQM, with 4 bedrooms and 4 bathrooms, priced at 20495000 in Ras ElHekma","دوبلكس للبيع في أزها الساحل الشمالي 300 متر ب 4 أوض و 4 حمامات, بسعر 20495000 في راس حكمة",dwblks lilbi3 fi 2zha alsa7l alshmaly 300 mtr b 4 2wd w 4 hamamet bs3r 20495000 fi rass 7ekma
2035,"300 SQM, with 4 bedrooms and 4 bathrooms, priced at 21741000 in Ras ElHekma","دوبلكس للبيع في أزها الساحل الشمالي 300 متر ب 4 أوض و 4 حمامات, بسعر 21741000 في راس حكمة",dwblks lilbi3 fi 2zha alsa7l alshmaly 300 mtr b 4 2wd w 4 hamamet bs3r 21741000 fi rass 7ekma
2034,"317 SQM, with 3 bedrooms and 4 bathrooms, priced at 33107000 in Ras ElHekma","فيلا مستقلة للبيع في أزها الساحل الشمالي 317 متر ب 3 أوض و 4 حمامات, بسعر 33107000 في راس حكمة",fyla mostakilla lilbi3 fi 2zha alsa7l alshmaly 317 mtr b 3 2wd w 4 hamamet bs3r 33107000 fi rass 7ekma
2033,"Apartment with Roof Fully Finished for sale in Patio 7, with 3 bedrooms and 3 bathrooms, priced at 7500000 in New Cairo","شقة برووف متشطبة بالكامل للبيع فى الباتيو 7 ب 3 أوض و 3 حمامات, بسعر 7500000 في القاهرة الجديدة",sh2a brwwf mtshtba belkamel lilbi3 fi albatyw 7 b 3 2wd w 3 hamamet bs3r 7500000 fi al2ahra ejadida
2032,"320 SQM, with 3 bedrooms and 3 bathrooms, priced at 22000000 in New Cairo","توين هاوس متشطب بالكامل للبيع في ميفيدا 320 متر ب 3 أوض و 3 حمامات, بسعر 22000000 في القاهرة الجديدة",twyn haws mtshtb belkamel lilbi3 fi myfyda 320 mtr b 3 2wd w 3 hamamet bs3r 22000000 fi al2ahra ejadida
2031,"Town house  for sale in Azzar 2, with 2 bedrooms and bathroom, priced at 9680000 in New Cairo","تاون هاوس للبيع في ازار 2 ب أوضتين و حمام, بسعر 9680000 في القاهرة الجديدة",tawn haws lilbi3 fi azar 2 b 2wdtyn w hamam bs3r 9680000 fi al2ahra ejadida
2030,"Townhouse For Sale in City of Odyssia 169 SQM, with 3 bedrooms and 2 bathrooms, priced at 15493000 in Madinaty","تاون هاوس للبيع في سيتي أوف أوديسيا 169 متر ب 3 أوض و حمامين, بسعر 15493000 في ماديناتي",tawn haws lilbi3 fi syty 2wf 2wdysya 169 mtr b 3 2wd w hmamen bs3r 15493000 fi madynaty
2029,"225 SQM, with bedroom and bathroom, priced at 18313000 in Ras ElHekma","فيلا للبيع في سولاري 225 متر ب أوضة و حمام, بسعر 18313000 في راس حكمة",fyla lilbi3 fi swlary 225 mtr b 2wda w hamam bs3r 18313000 fi rass 7ekma
2028,"137 SQM, with 3 bedrooms and 3 bathrooms, priced at 6640494 in Ras ElHekma","شاليه للبيع في سولير 137 متر ب 3 أوض و 3 حمامات, بسعر 6640494 في راس حكمة",shalyh lilbi3 fi swlyr 137 mtr b 3 2wd w 3 hamamet bs3r 6640494 fi rass 7ekma
2027,"Chalet For Sale In Sea View 72 SQM, with 3 bedrooms and 4 bathrooms, priced at 7350000 in Ras ElHekma","شالية للبيع في سي فيو 72 متر ب 3 أوض و 4 حمامات, بسعر 7350000 في راس حكمة",shalya lilbi3 fi si fyw 72 mtr b 3 2wd w 4 hamamet bs3r 7350000 fi rass 7ekma
2026,"Chalet For Sale In Sea View 145 SQM, with 3 bedrooms and 3 bathrooms, priced at 21386000 in Ras ElHekma","شالية للبيع في سي فيو 145 متر ب 3 أوض و 3 حمامات, بسعر 21386000 في راس حكمة",shalya lilbi3 fi si fyw 145 mtr b 3 2wd w 3 hamamet bs3r 21386000 fi rass 7ekma
2023,"Office For Sale In Mindhaus 79 SQM, with 3 bedrooms and 3 bathrooms, priced at 18796000 in New Cairo","مكتب اداري للبيع في  ميندهاوس 79 متر ب 3 أوض و 3 حمامات, بسعر 18796000 في القاهرة الجديدة",makteb adary lilbi3 fi myndhaws 79 mtr b 3 2wd w 3 hamamet bs3r 18796000 fi al2ahra ejadida
2022,"Apartment For Sale In District 5 Residence 215 SQM, with 3 bedrooms and 3 bathrooms, priced at 30107000 in New Cairo","شقة للبيع في ديستريكت 5 ريزيدنس 215 متر ب 3 أوض و 3 حمامات, بسعر 30107000 في القاهرة الجديدة",sh2a lilbi3 fi dystrykt 5 ryzydns 215 mtr b 3 2wd w 3 hamamet bs3r 30107000 fi al2ahra ejadida
2021,"Townhouse For Sale In Rivers 180 SQM, with 4 bedrooms and 5 bathrooms, priced at 16490000 in Mostakbal City","تاون هاوس للبيع في ريفرز 180 متر ب 4 أوض و 5 حمامات, بسعر 16490000 في مدينة المستقبل",tawn haws lilbi3 fi ryfrz 180 mtr b 4 2wd w 5 hamamet bs3r 16490000 fi madina elmostakbel
2020,"220 SQM, with 6 bedrooms and 7 bathrooms, priced at 9807000 in Mostakbal City","دوبلكس للبيع في ريفرز 220 متر ب 6 أوض و 7 حمامات, بسعر 9807000 في مدينة المستقبل",dwblks lilbi3 fi ryfrz 220 mtr b 6 2wd w 7 hamamet bs3r 9807000 fi madina elmostakbel
2019,"175 SQM, with 3 bedrooms and 3 bathrooms, priced at 9202000 in Ain El Sokhna","توين هاوس للبيع في المونت جلالة 175 متر ب 3 أوض و 3 حمامات, بسعر 9202000 في العين السخنة",twyn haws lilbi3 fi almwnt glala 175 mtr b 3 2wd w 3 hamamet bs3r 9202000 fi l3in als5na
2018,"184 SQM, with bedroom and bathroom, priced at 14315200 in El Dabaa","تاون هاوس للبيع في دوس الساحل الشمالي 184 متر ب أوضة و حمام, بسعر 14315200 في الضبعة",tawn haws lilbi3 fi dws alsa7l alshmaly 184 mtr b 2wda w hamam bs3r 14315200 fi aldb3a
2017,"236 SQM, with 3 bedrooms and 3 bathrooms, priced at 19800400 in El Dabaa","توين هاوس للبيع في دوس الساحل الشمالي 236 متر ب 3 أوض و 3 حمامات, بسعر 19800400 في الضبعة",twyn haws lilbi3 fi dws alsa7l alshmaly 236 mtr b 3 2wd w 3 hamamet bs3r 19800400 fi aldb3a
2016,"403 SQM, with 3 bedrooms and 3 bathrooms, priced at 58032000 in El Dabaa","فيلا مستقلة للبيع في دوس الساحل الشمالي 403 متر ب 3 أوض و 3 حمامات, بسعر 58032000 في الضبعة",fyla mostakilla lilbi3 fi dws alsa7l alshmaly 403 mtr b 3 2wd w 3 hamamet bs3r 58032000 fi aldb3a
2015,"164 SQM, with 2 bedrooms and 3 bathrooms, priced at 12332800 in El Dabaa","شقة فندقية للبيع في دوس 164 متر ب أوضتين و 3 حمامات, بسعر 12332800 في الضبعة",sh2a fnd2ya lilbi3 fi dws 164 mtr b 2wdtyn w 3 hamamet bs3r 12332800 fi aldb3a
2014,"70 SQM, with bedroom and bathroom, priced at 5299000 in El Dabaa","شقة فندقية  للبيع في دوس 70 متر ب أوضة و حمام, بسعر 5299000 في الضبعة",sh2a fnd2ya lilbi3 fi dws 70 mtr b 2wda w hamam bs3r 5299000 fi aldb3a
2013,"140 SQM, with 3 bedrooms and 2 bathrooms, priced at 10931200 in El Dabaa","شالية للبيع في دوس الساحل الشمالي 140 متر ب 3 أوض و حمامين, بسعر 10931200 في الضبعة",shalya lilbi3 fi dws alsa7l alshmaly 140 mtr b 3 2wd w hmamen bs3r 10931200 fi aldb3a
2012,"136 SQM, with 3 bedrooms and 3 bathrooms, priced at 9724000 in El Dabaa","شالية للبيع في دوس الساحل الشمالي 136 متر ب 3 أوض و 3 حمامات, بسعر 9724000 في الضبعة",shalya lilbi3 fi dws alsa7l alshmaly 136 mtr b 3 2wd w 3 hamamet bs3r 9724000 fi aldb3a
2011,"120 SQM, with bedroom and bathroom, priced at 4440000 in Mostakbal City","شقة للبيع في ريفرز 120 متر ب أوضة و حمام, بسعر 4440000 في مدينة المستقبل",sh2a lilbi3 fi ryfrz 120 mtr b 2wda w hamam bs3r 4440000 fi madina elmostakbel
2010,"Chalet for sale in Salt 80 SQM, with 4 bedrooms and 3 bathrooms, priced at 9097000 in Ras ElHekma","شاليه للبيع في سولت 80 متر ب 4 أوض و 3 حمامات, بسعر 9097000 في راس حكمة",shalyh lilbi3 fi swlt 80 mtr b 4 2wd w 3 hamamet bs3r 9097000 fi rass 7ekma
2009,"Chalet for sale in SALT 110 SQM, with bedroom and 2 bathrooms, priced at 12974000 in Ras ElHekma","شاليه للبيع في سولت 110 متر ب أوضة و حمامين, بسعر 12974000 في راس حكمة",shalyh lilbi3 fi swlt 110 mtr b 2wda w hmamen bs3r 12974000 fi rass 7ekma
2008,"207 SQM, with 3 bedrooms and 3 bathrooms, priced at 7900000 in Nasr City","شقة للبيع في تاج سلطان 207 متر ب 3 أوض و 3 حمامات, بسعر 7900000 في مدينة نصر",sh2a lilbi3 fi tej soltan 207 mtr b 3 2wd w 3 hamamet bs3r 7900000 fi madina nasr
2007,"75 SQM, with 3 bedrooms and 3 bathrooms, priced at 2600000 in Nasr City","شقة للبيع في تاج سلطان 75 متر ب 3 أوض و 3 حمامات, بسعر 2600000 في مدينة نصر",sh2a lilbi3 fi tej soltan 75 mtr b 3 2wd w 3 hamamet bs3r 2600000 fi madina nasr
2006,"Apartment For Sale In Elan 220 SQM, with 3 bedrooms and 3 bathrooms, priced at 13000494 in Madinaty","شقة للبيع في إيلان 220 متر ب 3 أوض و 3 حمامات, بسعر 13000494 في ماديناتي",sh2a lilbi3 fi 2ylan 220 mtr b 3 2wd w 3 hamamet bs3r 13000494 fi madynaty
2005,"Apartment For Sale In Elan 79 SQM, with 5 bedrooms and 3 bathrooms, priced at 4034600 in Madinaty","شقة للبيع في ايلان 79 متر ب 5 أوض و 3 حمامات, بسعر 4034600 في ماديناتي",sh2a lilbi3 fi aylan 79 mtr b 5 2wd w 3 hamamet bs3r 4034600 fi madynaty
2004,"Townhouse For Sale in Rai Valleys 160 SQM, with 5 bedrooms and 3 bathrooms, priced at 12365431 in Madinaty","تاون هاوس للبيع  في راي فاليز 160 متر ب 5 أوض و 3 حمامات, بسعر 12365431 في ماديناتي",tawn haws lilbi3 fi ray falyz 160 mtr b 5 2wd w 3 hamamet bs3r 12365431 fi madynaty
2003,"326 SQM, with 5 bedrooms and 4 bathrooms, priced at 7900000 in Madinaty","فيلا سبيرت للبيع في سراي 326 متر ب 5 أوض و 4 حمامات, بسعر 7900000 في ماديناتي",fyla sbyrt lilbi3 fi sray 326 mtr b 5 2wd w 4 hamamet bs3r 7900000 fi madynaty
2002,"210 SQM, with 3 bedrooms and 3 bathrooms, priced at 9177600 in 6th of October","تاون هاوس للبيع في فاينز تشيل اوت بارك 210 متر ب 3 أوض و 3 حمامات, بسعر 9177600 في 6 أكتوبر",tawn haws lilbi3 fi faynz tshyl awt barek 210 mtr b 3 2wd w 3 hamamet bs3r 9177600 fi 6 2ktwbr
2001,"265 SQM, with 5 bedrooms and 4 bathrooms, priced at 18200000 in Nasr City","فيلا مستقلة للبيع في ايلكت فيلا 265 متر ب 5 أوض و 4 حمامات, بسعر 18200000 في مدينة نصر",fyla mostakilla lilbi3 fi aylkt fyla 265 mtr b 5 2wd w 4 hamamet bs3r 18200000 fi madina nasr
2000,"265 SQM, with 3 bedrooms and 3 bathrooms, priced at 16000000 in Nasr City","فيلا مستقلة للبيع في ايلكت فيلا 265 متر ب 3 أوض و 3 حمامات, بسعر 16000000 في مدينة نصر",fyla mostakilla lilbi3 fi aylkt fyla 265 mtr b 3 2wd w 3 hamamet bs3r 16000000 fi madina nasr
1999,"392 SQM, with bedroom and bathroom, priced at 20000000 in Nasr City","توين هاوس للبيع في تاج سيتي 392 متر ب أوضة و حمام, بسعر 20000000 في مدينة نصر",twyn haws lilbi3 fi tej syty 392 mtr b 2wda w hamam bs3r 20000000 fi madina nasr
1998,"327 SQM, with bedroom and bathroom, priced at 11100000 in Nasr City","دوبلكس للبيع في تاج سيتي 327 متر ب أوضة و حمام, بسعر 11100000 في مدينة نصر",dwblks lilbi3 fi tej syty 327 mtr b 2wda w hamam bs3r 11100000 fi madina nasr
1997,"392 SQM, with bedroom and bathroom, priced at 17500000 in Nasr City","توين هاوس للبيع في تاج سيتي 392 متر ب أوضة و حمام, بسعر 17500000 في مدينة نصر",twyn haws lilbi3 fi tej syty 392 mtr b 2wda w hamam bs3r 17500000 fi madina nasr
1984,"327 SQM, with bedroom and bathroom, priced at 13000000 in Nasr City","دوبلكس للبيع في تاج سيتي 327 متر ب أوضة و حمام, بسعر 13000000 في مدينة نصر",dwblks lilbi3 fi tej syty 327 mtr b 2wda w hamam bs3r 13000000 fi madina nasr
1964,"67 SQM, with bedroom and bathroom, priced at 5897388 in Madinaty","عيادة طبية للبيع في اوبسيدر تاور 67 متر ب أوضة و حمام, بسعر 5897388 في ماديناتي",3iyedi tebia lilbi3 fi awbsydr tawr 67 mtr b 2wda w hamam bs3r 5897388 fi madynaty
1963,"68 SQM, with bedroom and bathroom, priced at 5941496 in Madinaty","مكتب اداري للبيع في اوبسيدر تاور 68 متر ب أوضة و حمام, بسعر 5941496 في ماديناتي",makteb adary lilbi3 fi awbsydr tawr 68 mtr b 2wda w hamam bs3r 5941496 fi madynaty
1962,"28 SQM, with bedroom and bathroom, priced at 6371765 in Madinaty","محل تجاري للبيع في اوبسيدر تاور 28 متر ب أوضة و حمام, بسعر 6371765 في ماديناتي",mahal tjari lilbi3 fi awbsydr tawr 28 mtr b 2wda w hamam bs3r 6371765 fi madynaty
1961,"154 SQM, with bedroom and bathroom, priced at 47085720 in Madinaty","محل تجاري للبيع في اوبسيدر تاور 154 متر ب أوضة و حمام, بسعر 47085720 في ماديناتي",mahal tjari lilbi3 fi awbsydr tawr 154 mtr b 2wda w hamam bs3r 47085720 fi madynaty
1960,"Store For Sale In The Capital Dubai Mall 213 SQM, with 3 bedrooms and 4 bathrooms, priced at 40156000 in Madinaty","محل تجاري للبيع في كابيتال دبي مول 213 متر ب 3 أوض و 4 حمامات, بسعر 40156000 في ماديناتي",mahal tjari lilbi3 fi kabytal dubai mwl 213 mtr b 3 2wd w 4 hamamet bs3r 40156000 fi madynaty
1959,"Store For Sale In The Capital Dubai Mall 85 SQM, with bedroom and bathroom, priced at 11745000 in Madinaty","محل تجاري للبيع في كابيتال دبي مول 85 متر ب أوضة و حمام, بسعر 11745000 في ماديناتي",mahal tjari lilbi3 fi kabytal dubai mwl 85 mtr b 2wda w hamam bs3r 11745000 fi madynaty
1958,"41 SQM, with 3 bedrooms and 4 bathrooms, priced at 4592000 in New Cairo","عيادة للبيع في ايستمين بيزنس بارك 41 متر ب 3 أوض و 4 حمامات, بسعر 4592000 في القاهرة الجديدة",3iyedi lilbi3 fi aystmyn byzns barek 41 mtr b 3 2wd w 4 hamamet bs3r 4592000 fi al2ahra ejadida
1957,"87 SQM, with bedroom and bathroom, priced at 7047000 in New Cairo","مكتب للبيع في ايستمين بيزنس بارك 87 متر ب أوضة و حمام, بسعر 7047000 في القاهرة الجديدة",makteb lilbi3 fi aystmyn byzns barek 87 mtr b 2wda w hamam bs3r 7047000 fi al2ahra ejadida
1956,"247 SQM, with 3 bedrooms and 4 bathrooms, priced at 32000000 in Madinaty","توين هاوس في روسيل سيتي 247 متر ب 3 أوض و 4 حمامات, بسعر 32000000 في ماديناتي",twyn haws fi rwsyl syty 247 mtr b 3 2wd w 4 hamamet bs3r 32000000 fi madynaty
1955,"Store For Sale In East Point 1 Mall, with 3 bedrooms and 3 bathrooms, priced at 5120000 in New Cairo","محل تجاري للبيع في مول ايست بوينت 1 ب 3 أوض و 3 حمامات, بسعر 5120000 في القاهرة الجديدة",mahal tjari lilbi3 fi mwl ayst bwynt 1 b 3 2wd w 3 hamamet bs3r 5120000 fi al2ahra ejadida
1954,"Townhouse for sale in Rosail City 215 SQM, with bedroom and bathroom, priced at 22682500 in Madinaty","تاون هاوس للبيع في روسيل سيتي 215 متر ب أوضة و حمام, بسعر 22682500 في ماديناتي",tawn haws lilbi3 fi rwsyl syty 215 mtr b 2wda w hamam bs3r 22682500 fi madynaty
1953,"Office For Sale In East Point 1 Mall, with bedroom and bathroom, priced at 1292000 in New Cairo","مكتب اداري للبيع مول ايست بوينت 1 ب أوضة و حمام, بسعر 1292000 في القاهرة الجديدة",makteb adary lilbi3 mwl ayst bwynt 1 b 2wda w hamam bs3r 1292000 fi al2ahra ejadida
1952,"150 SQM, with bedroom and bathroom, priced at 6221000 in Madinaty","دوبلكس للبيع في روسيل سيتي 150 متر ب أوضة و حمام, بسعر 6221000 في ماديناتي",dwblks lilbi3 fi rwsyl syty 150 mtr b 2wda w hamam bs3r 6221000 fi madynaty
