Unit ID,English_Sen,Arabic_Sen
2205,"168 SQM, with 3 bedrooms and 2 bathrooms, priced at 14506000 in Ras ElHekma","توين هاوس للبيع فى أيلا الساحل الشمالى 168 متر ب 3 أوض و حمامين, بسعر 14506000 في راس حكمة"
2204,"182 SQM, with 3 bedrooms and 4 bathrooms, priced at 18670000 in Ras ElHekma","فيلا مستقلة للبيع فى أيلا الساحل الشمالى 182 متر ب 3 أوض و 4 حمامات, بسعر 18670000 في راس حكمة"
2203,"185 SQM, with 3 bedrooms and 3 bathrooms, priced at 9728000 in Ras ElHekma","توين هاوس للبيع فى أيلا الساحل الشمالى 185 متر ب 3 أوض و 3 حمامات, بسعر 9728000 في راس حكمة"
2202,"201 SQM, with bedroom and bathroom, priced at 12603000 in Ras ElHekma","فيلا مستقلة للبيع فى أيلا 201 متر ب أوضة و حمام, بسعر 12603000 في راس حكمة"
2201,"142 SQM, with bedroom and bathroom, priced at 6741000 in Ras ElHekma","شاليه للبيع فى أيلا الساحل الشمالى 142 متر ب أوضة و حمام, بسعر 6741000 في راس حكمة"
2200,"170 SQM, with bedroom and bathroom, priced at 9490000 in Ras ElHekma","تاون هاوس للبيع فى أيلا الساحل الشمالى 170 متر ب أوضة و حمام, بسعر 9490000 في راس حكمة"
2199,"169 SQM, with bedroom and bathroom, priced at 7565000 in Ras ElHekma","تاون هاوس للبيع فى أيلا الساحل الشمالى 169 متر ب أوضة و حمام, بسعر 7565000 في راس حكمة"
2198,"35 SQM, with 2 bedrooms and bathroom, priced at 1846000 in Ras ElHekma","شقة للبيع فى ذا كريبس الساحل الشمالى 35 متر ب أوضتين و حمام, بسعر 1846000 في راس حكمة"
2197,"86 SQM, with 2 bedrooms and 2 bathrooms, priced at 4790000 in Ras ElHekma","شاليه للبيع فى أيلا الساحل الشمالى 86 متر ب أوضتين و حمامين, بسعر 4790000 في راس حكمة"
2196,"38 SQM, with 4 bedrooms and 3 bathrooms, priced at 1812000 in Ras ElHekma","استوديو للبيع فى ذا كريبس 38 متر ب 4 أوض و 3 حمامات, بسعر 1812000 في راس حكمة"
2195,"35 SQM, with 5 bedrooms and 4 bathrooms, priced at 1839000 in Ras ElHekma","استوديو للبيع فى ذا كريبس 35 متر ب 5 أوض و 4 حمامات, بسعر 1839000 في راس حكمة"
2194,"83 SQM, with 4 bedrooms and 3 bathrooms, priced at 3111000 in Ras ElHekma","شقة للبيع فى ذا كريبس 83 متر ب 4 أوض و 3 حمامات, بسعر 3111000 في راس حكمة"
2193,"144 SQM, with 3 bedrooms and 3 bathrooms, priced at 9111000 in Ras ElHekma","شاليه للبيع فى ذا فيرل الساحل الشمالى 144 متر ب 3 أوض و 3 حمامات, بسعر 9111000 في راس حكمة"
2192,"224 SQM, with 3 bedrooms and 3 bathrooms, priced at 12630000 in Ras ElHekma","شاليه للبيع فى ذا فيرل الساحل الشمالى 224 متر ب 3 أوض و 3 حمامات, بسعر 12630000 في راس حكمة"
2191,"309 SQM, with 3 bedrooms and 4 bathrooms, priced at 22740000 in Ras ElHekma","فيلا مستقلة للبيع فى ذا فيرل الساحل الشمالى 309 متر ب 3 أوض و 4 حمامات, بسعر 22740000 في راس حكمة"
2190,"247 SQM, with 3 bedrooms and 5 bathrooms, priced at 28030000 in Ras ElHekma","فيلا مستقلة للبيع فى ذا فيرل الساحل الشمالى 247 متر ب 3 أوض و 5 حمامات, بسعر 28030000 في راس حكمة"
2189,"251 SQM, with 3 bedrooms and 3 bathrooms, priced at 16865000 in Ras ElHekma","توين هاوس للبيع فى ذا فيرل الساحل الشمالى 251 متر ب 3 أوض و 3 حمامات, بسعر 16865000 في راس حكمة"
2188,"253 SQM, with 3 bedrooms and 5 bathrooms, priced at 16966000 in Ras ElHekma","توين هاوس للبيع فى ذا فيرل الساحل الشمالى 253 متر ب 3 أوض و 5 حمامات, بسعر 16966000 في راس حكمة"
2187,"237 SQM, with 3 bedrooms and 4 bathrooms, priced at 14219000 in Ras ElHekma","فيلا مستقلة للبيع فى ذا كوايسايد جيفيرا الساحل الشمالي 237 متر ب 3 أوض و 4 حمامات, بسعر 14219000 في راس حكمة"
2186,"166 SQM, with 3 bedrooms and 2 bathrooms, priced at 11027000 in Ras ElHekma","توين هاوس للبيع فى ذا كوايسايد جيفيرا الساحل الشمالي 166 متر ب 3 أوض و حمامين, بسعر 11027000 في راس حكمة"
2185,"165 SQM, with 4 bedrooms and 3 bathrooms, priced at 9254000 in Ras ElHekma","توين هاوس للبيع فى ذا كوايسايد جيفيرا الساحل الشمالي 165 متر ب 4 أوض و 3 حمامات, بسعر 9254000 في راس حكمة"
2184,"164 SQM, with bedroom and bathroom, priced at 10650000 in Ras ElHekma","تاون هاوس للبيع فى ذا كوايسايد جيفيرا الساحل الشمالي 164 متر ب أوضة و حمام, بسعر 10650000 في راس حكمة"
2183,"164 SQM, with bedroom and bathroom, priced at 7930000 in Ras ElHekma","تاون هاوس للبيع فى ذا كوايسايد جيفيرا الساحل الشمالي 164 متر ب أوضة و حمام, بسعر 7930000 في راس حكمة"
2182,"120 SQM, with bedroom and bathroom, priced at 5773000 in Ras ElHekma","شاليه للبيع في ذا كوايسايد جيفيرا الساحل الشمالي 120 متر ب أوضة و حمام, بسعر 5773000 في راس حكمة"
2181,"213 SQM, with 2 bedrooms and 2 bathrooms, priced at 9169000 in Ras ElHekma","شاليه للبيع في ذا كوايسايد جيفيرا الساحل الشمالي 213 متر ب أوضتين و حمامين, بسعر 9169000 في راس حكمة"
2180,"48 SQM, with 3 bedrooms and 4 bathrooms, priced at 2731000 in Ras ElHekma","استوديو للبيع في ذا كوايسايد جيفيرا الساحل الشمالي 48 متر ب 3 أوض و 4 حمامات, بسعر 2731000 في راس حكمة"
2179,"42 SQM, with 3 bedrooms and 4 bathrooms, priced at 2253000 in Ras ElHekma","استوديو للبيع في ذا كوايسايد جيفيرا الساحل الشمالي 42 متر ب 3 أوض و 4 حمامات, بسعر 2253000 في راس حكمة"
2178,"42 SQM, with bedroom and bathroom, priced at 2365000 in Ras ElHekma","شقة للبيع في ذا كوايسايد جيفيرا الساحل الشمالي 42 متر ب أوضة و حمام, بسعر 2365000 في راس حكمة"
2177,"147 SQM, with 6 bedrooms and 7 bathrooms, priced at 7149000 in Ras ElHekma","شقة للبيع في ذا كوايسايد جيفيرا الساحل الشمالي 147 متر ب 6 أوض و 7 حمامات, بسعر 7149000 في راس حكمة"
2176,"158 SQM, with 2 bedrooms and 2 bathrooms, priced at 6698000 in Ras ElHekma","تاون هاوس للبيع في ذا كوايسايد جيفيرا الساحل الشمالي 158 متر ب أوضتين و حمامين, بسعر 6698000 في راس حكمة"
2175,"138 SQM, with 4 bedrooms and 3 bathrooms, priced at 6340000 in Ras ElHekma","تاون هاوس للبيع في ذا كوايسايد جيفيرا الساحل الشمالي 138 متر ب 4 أوض و 3 حمامات, بسعر 6340000 في راس حكمة"
2174,"Serviced Apartment For Sale In Zoya 91 SQM, with bedroom and bathroom, priced at 10828179 in El Dabaa","شقة فندقية  للبيع في زويا 91 متر ب أوضة و حمام, بسعر 10828179 في الضبعة"
2173,"Standalone Villa For Sale In Zoya North Coast 945 SQM, with 5 bedrooms and 5 bathrooms, priced at 200000000 in El Dabaa","فيلا مستقلة للبيع في زويا الساحل الشمالي 945 متر ب 5 أوض و 5 حمامات, بسعر 200000000 في الضبعة"
2172,"Chalet for sale in Zoya North Coast 115 SQM, with 3 bedrooms and 3 bathrooms, priced at 16342105 in El Dabaa","شاليه للبيع في زويا الساحل الشمالي 115 متر ب 3 أوض و 3 حمامات, بسعر 16342105 في الضبعة"
2171,"282 SQM, with 3 bedrooms and 3 bathrooms, priced at 11213488 in Nasr City","شقة للبيع في كلوب سايد 282 متر ب 3 أوض و 3 حمامات, بسعر 11213488 في مدينة نصر"
2170,"67 SQM, with bedroom and bathroom, priced at 2790537 in Nasr City","شقة للبيع في كلوب سايد 67 متر ب أوضة و حمام, بسعر 2790537 في مدينة نصر"
2169,"486 SQM, with bedroom and bathroom, priced at 27019312 in Madinaty","فيلا للبيع في البوسكو 486 متر ب أوضة و حمام, بسعر 27019312 في ماديناتي"
2168,"182 SQM, with 3 bedrooms and 2 bathrooms, priced at 6031040 in Madinaty","شقة للبيع في البوسكو 182 متر ب 3 أوض و حمامين, بسعر 6031040 في ماديناتي"
2167,"160 SQM, with 4 bedrooms and 3 bathrooms, priced at 8325000 in Mostakbal City","شقة للبيع في ريفرز 160 متر ب 4 أوض و 3 حمامات, بسعر 8325000 في مدينة المستقبل"
2166,"50 SQM, with 5 bedrooms and 4 bathrooms, priced at 3362000 in Ain El Sokhna","استوديو للبيع في المونت جلالة 50 متر ب 5 أوض و 4 حمامات, بسعر 3362000 في العين السخنة"
2165,"50 SQM, with 5 bedrooms and 4 bathrooms, priced at 3753000 in Ain El Sokhna","استوديو للبيع في المونت جلالة 50 متر ب 5 أوض و 4 حمامات, بسعر 3753000 في العين السخنة"
2164,"219 SQM, with 3 bedrooms and 4 bathrooms, priced at 7071000 in Madinaty","دوبلكس للبيع  في بلوم فيدز 219 متر ب 3 أوض و 4 حمامات, بسعر 7071000 في ماديناتي"
2163,"328 SQM, with 4 bedrooms and 3 bathrooms, priced at 10462000 in Madinaty","دوبلكس للبيع  في بلوم فيدز 328 متر ب 4 أوض و 3 حمامات, بسعر 10462000 في ماديناتي"
2162,"227 SQM, with 3 bedrooms and 3 bathrooms, priced at 26798000 in Mostakbal City","توين هاوس للبيع في ريفرز 227 متر ب 3 أوض و 3 حمامات, بسعر 26798000 في مدينة المستقبل"
2161,"227 SQM, with 3 bedrooms and 2 bathrooms, priced at 16344000 in Mostakbal City","فيلا للبيع في ريفرز 227 متر ب 3 أوض و حمامين, بسعر 16344000 في مدينة المستقبل"
2160,"Townhouse For Sale In Rivers 205 SQM, with 3 bedrooms and 2 bathrooms, priced at 20075000 in Mostakbal City","تاون هاوس للبيع في ريفرز 205 متر ب 3 أوض و حمامين, بسعر 20075000 في مدينة المستقبل"
2159,"235 SQM, with bedroom and bathroom, priced at 9682000 in Mostakbal City","دوبلكس للبيع في ريفرز 235 متر ب أوضة و حمام, بسعر 9682000 في مدينة المستقبل"
2158,"Chalet for sale in Fouka Bay 190 SQM, with 3 bedrooms and 4 bathrooms, priced at 26350000 in Ras ElHekma","شاليه للبيع في فوكا باي 190 متر ب 3 أوض و 4 حمامات, بسعر 26350000 في راس حكمة"
2156,"139 SQM, with 3 bedrooms and 4 bathrooms, priced at 8288000 in Ain El Sokhna","شالية للبيع في المونت جلالة 139 متر ب 3 أوض و 4 حمامات, بسعر 8288000 في العين السخنة"
2155,"112 SQM, with 3 bedrooms and 3 bathrooms, priced at 9066000 in Ain El Sokhna","لوفت للبيع في المونت جلالة 112 متر ب 3 أوض و 3 حمامات, بسعر 9066000 في العين السخنة"
2154,"70 SQM, with 3 bedrooms and 2 bathrooms, priced at 6285000 in Ain El Sokhna","لوفت للبيع في المونت جلالة 70 متر ب 3 أوض و حمامين, بسعر 6285000 في العين السخنة"
2153,"155 SQM, with 5 bedrooms and 7 bathrooms, priced at 7446000 in Ain El Sokhna","تاون هاوس للبيع في المونت جلالة 155 متر ب 5 أوض و 7 حمامات, بسعر 7446000 في العين السخنة"
2152,"175 SQM, with 4 bedrooms and 4 bathrooms, priced at 9795000 in Ain El Sokhna","تاون هاوس للبيع في المونت جلالة 175 متر ب 4 أوض و 4 حمامات, بسعر 9795000 في العين السخنة"
2151,"200 SQM, with bedroom and bathroom, priced at 17025000 in Ain El Sokhna","توين هاوس للبيع في المونت جلالة 200 متر ب أوضة و حمام, بسعر 17025000 في العين السخنة"
2150,"131 SQM, with 2 bedrooms and 2 bathrooms, priced at 8988000 in Ain El Sokhna","شقة فندقية مخدومة للبيع في المونت جلالة 131 متر ب أوضتين و حمامين, بسعر 8988000 في العين السخنة"
2149,"446 SQM, with 3 bedrooms and 3 bathrooms, priced at 33326000 in Ain El Sokhna","فيلا للبيع في المونت جلالة 446 متر ب 3 أوض و 3 حمامات, بسعر 33326000 في العين السخنة"
2148,"246 SQM, with 3 bedrooms and 2 bathrooms, priced at 14193300 in New Cairo","بنتهاوس للبيع بكمبوند زيد ايست 246 متر ب 3 أوض و حمامين, بسعر 14193300 في القاهرة الجديدة"
2147,"Standalone Villa for sale in Moon Valley 1, with bedroom and bathroom, priced at 50000000 in New Cairo","فيلا مستقلة للبيع فى مون فالى 1 ب أوضة و حمام, بسعر 50000000 في القاهرة الجديدة"
2146,"88 SQM, with 5 bedrooms and 6 bathrooms, priced at 4915000 in Ain El Sokhna","شقة للبيع في باي ماونت 88 متر ب 5 أوض و 6 حمامات, بسعر 4915000 في العين السخنة"
2145,"140 SQM, with 2 bedrooms and 3 bathrooms, priced at 5279000 in Ain El Sokhna","شقة للبيع في باي ماونت 140 متر ب أوضتين و 3 حمامات, بسعر 5279000 في العين السخنة"
2144,"171 SQM, with 3 bedrooms and 3 bathrooms, priced at 10910000 in New Cairo","شقة للبيع في جراند ريزيدنس 171 متر ب 3 أوض و 3 حمامات, بسعر 10910000 في القاهرة الجديدة"
2143,"72 SQM, with 3 bedrooms and 3 bathrooms, priced at 4500000 in New Cairo","شقة للبيع في جراند بارك ريزدينس 72 متر ب 3 أوض و 3 حمامات, بسعر 4500000 في القاهرة الجديدة"
2142,"290 SQM, with 3 bedrooms and 4 bathrooms, priced at 41004000 in Ras ElHekma","فيلا مستقلة للبيع في كالي كوست 290 متر ب 3 أوض و 4 حمامات, بسعر 41004000 في راس حكمة"
2141,"Chalet Duplex For Sale In Cali Coast 122 SQM, with bedroom and bathroom, priced at 8951000 in Ras ElHekma","شاليه دوبلكس للبيع في كالي كوست 122 متر ب أوضة و حمام, بسعر 8951000 في راس حكمة"
2140,"110 SQM, with bedroom and bathroom, priced at 4692000 in Ras ElHekma","شقة للبيع فى كالى كوست الساحل الشمالى 110 متر ب أوضة و حمام, بسعر 4692000 في راس حكمة"
2139,"202 SQM, with bedroom and bathroom, priced at 16122000 in Mostakbal City","شقة للبيع في ذا استيتس ريزيدنس 202 متر ب أوضة و حمام, بسعر 16122000 في مدينة المستقبل"
2138,"Standalone Villa For Sale In The Estates 308 SQM, with bedroom and bathroom, priced at 57425000 in Mostakbal City","فيلا مستقلة للبيع في ذا إستيتس 308 متر ب أوضة و حمام, بسعر 57425000 في مدينة المستقبل"
2137,"276 SQM, with bedroom and bathroom, priced at 24725600 in Mostakbal City","مكتب للبيع فى ذا بوليجون 276 متر ب أوضة و حمام, بسعر 24725600 في مدينة المستقبل"
2136,"Hotel Apartment For Sale In Tycoon Tower 63 SQM, with bedroom and bathroom, priced at 20572000 in Madinaty","شقة فندقية للبيع في تايكون تاور 63 متر ب أوضة و حمام, بسعر 20572000 في ماديناتي"
2135,"63 SQM, with bedroom and bathroom, priced at 6850000 in Madinaty","شقة فندقية للبيع في تايكون تاور 63 متر ب أوضة و حمام, بسعر 6850000 في ماديناتي"
2134,"Store For Sale in Nile Business City 45 SQM, with 3 bedrooms and 3 bathrooms, priced at 11800000 in Madinaty","محل تجاري للبيع في نايل بيزنس سيتي 45 متر ب 3 أوض و 3 حمامات, بسعر 11800000 في ماديناتي"
2133,"44 SQM, with 3 bedrooms and 3 bathrooms, priced at 6183000 in Madinaty","محل تجاري للبيع في نايل بيزنس سيتي 44 متر ب 3 أوض و 3 حمامات, بسعر 6183000 في ماديناتي"
2132,"262 SQM, with 5 bedrooms and 5 bathrooms, priced at 25517000 in Mostakbal City","مكتب للبيع في ذا بورتال الشيخ زايد 262 متر ب 5 أوض و 5 حمامات, بسعر 25517000 في مدينة المستقبل"
2131,"164 SQM, with 4 bedrooms and 4 bathrooms, priced at 16531200 in Mostakbal City","مكتب للبيع في ذا بورتال الشيخ زايد 164 متر ب 4 أوض و 4 حمامات, بسعر 16531200 في مدينة المستقبل"
2130,"270 SQM, with 2 bedrooms and bathroom, priced at 21470000 in 6th of October","شقه للبيع في اكتوبر بلازا 270 متر ب أوضتين و حمام, بسعر 21470000 في 6 أكتوبر"
2129,"201 SQM, with bedroom and bathroom, priced at 35567000 in Ras ElHekma","تاون هاوس للبيع في جون 201 متر ب أوضة و حمام, بسعر 35567000 في راس حكمة"
2128,"Twinhouse For Sale In June 238 SQM, with 4 bedrooms and 4 bathrooms, priced at 52508000 in Ras ElHekma","توين هاوس للبيع في جون 238 متر ب 4 أوض و 4 حمامات, بسعر 52508000 في راس حكمة"
2127,"Standalone Villa For Sale In June 222 SQM, with 4 bedrooms and 4 bathrooms, priced at 49948000 in Ras ElHekma","فيلا مستقلة للبيع في جون 222 متر ب 4 أوض و 4 حمامات, بسعر 49948000 في راس حكمة"
2126,"Apartment For Sale in Alaire 126 SQM, with bedroom and 2 bathrooms, priced at 8000000 in Madinaty","شقة للبيع في ألير 126 متر ب أوضة و حمامين, بسعر 8000000 في ماديناتي"
2125,"Apartment For Sale In June 76 SQM, with 3 bedrooms and 3 bathrooms, priced at 12478000 in Ras ElHekma","شقة للبيع في جون 76 متر ب 3 أوض و 3 حمامات, بسعر 12478000 في راس حكمة"
2124,"Apartment For Sale In June 200 SQM, with bedroom and bathroom, priced at 46589000 in Ras ElHekma","شقة للبيع في جون 200 متر ب أوضة و حمام, بسعر 46589000 في راس حكمة"
2123,"275 SQM, with 3 bedrooms and 3 bathrooms, priced at 12248000 in Madinaty","تاون هاوس للبيع في ألير 275 متر ب 3 أوض و 3 حمامات, بسعر 12248000 في ماديناتي"
2122,"81 SQM, with 3 bedrooms and 3 bathrooms, priced at 14586000 in New Cairo","شقة للبيع بكمبوند في ريزيدنس 81 متر ب 3 أوض و 3 حمامات, بسعر 14586000 في القاهرة الجديدة"
2121,"291 SQM, with 4 bedrooms and 4 bathrooms, priced at 58735000 in New Cairo","شقة للبيع بكمبوند في ريزيدنس 291 متر ب 4 أوض و 4 حمامات, بسعر 58735000 في القاهرة الجديدة"
2120,"85 SQM, with 3 bedrooms and 4 bathrooms, priced at 6267000 in New Cairo","شقة للبيع بكمبوند في ريزيدنس 85 متر ب 3 أوض و 4 حمامات, بسعر 6267000 في القاهرة الجديدة"
2119,"Duplex for sale in VYE 372 SQM, with 2 bedrooms and 2 bathrooms, priced at 30705000 in Mostakbal City","دوبلكس للبيع فى فاي 372 متر ب أوضتين و حمامين, بسعر 30705000 في مدينة المستقبل"
2118,"Duplex for sale in VYE 298 SQM, with 3 bedrooms and 5 bathrooms, priced at 23724000 in Mostakbal City","دوبلكس للبيع فى فاي 298 متر ب 3 أوض و 5 حمامات, بسعر 23724000 في مدينة المستقبل"
2117,"286 SQM, with 2 bedrooms and bathroom, priced at 53895000 in Mostakbal City","فيلا مستقلة  للبيع في فاي 286 متر ب أوضتين و حمام, بسعر 53895000 في مدينة المستقبل"
2116,"234 SQM, with 3 bedrooms and 3 bathrooms, priced at 12169000 in El Shorouk","تاون هاوس للبيع في سوديك ايست 234 متر ب 3 أوض و 3 حمامات, بسعر 12169000 في الشروق"
2115,"Apartment For Sale In Nile Boulevard 129 SQM, with bedroom and bathroom, priced at 7078269 in New Cairo","شقة للبيع في نايل بوليفارد 129 متر ب أوضة و حمام, بسعر 7078269 في القاهرة الجديدة"
2114,"266 SQM, with 2 bedrooms and bathroom, priced at 11800000 in Kerdasa","تاون هاوس للبيع فى صن كابيتال 266 متر ب أوضتين و حمام, بسعر 11800000 في كرداسة"
2113,"Apartment For Sale In Sun Capital 104 SQM, with 3 bedrooms and 2 bathrooms, priced at 4300000 in Kerdasa","شقة للبيع في صن كابيتال 104 متر ب 3 أوض و حمامين, بسعر 4300000 في كرداسة"
2112,"215 SQM, with bedroom and bathroom, priced at 6464000 in Nasr City","دوبلكس للبيع في ذا ميديان 215 متر ب أوضة و حمام, بسعر 6464000 في مدينة نصر"
2111,"Apartment for sale in Kayan 65 SQM, with bedroom and bathroom, priced at 3822835 in 6th of October","شقة للبيع في كيان 65 متر ب أوضة و حمام, بسعر 3822835 في 6 أكتوبر"
2110,"83 SQM, with bedroom and bathroom, priced at 13864000 in Ras ElHekma","شقة للبيع في كون 83 متر ب أوضة و حمام, بسعر 13864000 في راس حكمة"
2109,"107 SQM, with bedroom and bathroom, priced at 7700000 in Ras ElHekma","شقة للبيع في كون 107 متر ب أوضة و حمام, بسعر 7700000 في راس حكمة"
2108,"105 SQM, with bedroom and bathroom, priced at 4515000 in Madinaty","عيادة للبيع بمول كاسل جيت 105 متر ب أوضة و حمام, بسعر 4515000 في ماديناتي"
2107,"37 SQM, with 3 bedrooms and 3 bathrooms, priced at 1517000 in Madinaty","عيادة للبيع بمول كاسل جيت 37 متر ب 3 أوض و 3 حمامات, بسعر 1517000 في ماديناتي"
2106,"186 SQM, with 3 bedrooms and 3 bathrooms, priced at 8310016 in Madinaty","مكتب للبيع بمول كاسل جيت 186 متر ب 3 أوض و 3 حمامات, بسعر 8310016 في ماديناتي"
2105,"89 SQM, with bedroom and bathroom, priced at 2670000 in Madinaty","مكتب للبيع بمول كاسل جيت 89 متر ب أوضة و حمام, بسعر 2670000 في ماديناتي"
2104,"92 SQM, with bedroom and bathroom, priced at 10120000 in Madinaty","محل للبيع بمول كاسل جيت 92 متر ب أوضة و حمام, بسعر 10120000 في ماديناتي"
2103,"210 SQM, with bedroom and bathroom, priced at 7016100 in Madinaty","شقة للبيع في كاسل لاند مارك 210 متر ب أوضة و حمام, بسعر 7016100 في ماديناتي"
2102,"150 SQM, with 2 bedrooms and 3 bathrooms, priced at 4702500 in Madinaty","شقة للبيع في كاسل لاند مارك 150 متر ب أوضتين و 3 حمامات, بسعر 4702500 في ماديناتي"
2101,"45 SQM, with 3 bedrooms and 4 bathrooms, priced at 3780000 in 6th of October","عيادة للبيع في ايفر 45 متر ب 3 أوض و 4 حمامات, بسعر 3780000 في 6 أكتوبر"
2100,"85 SQM, with 3 bedrooms and 2 bathrooms, priced at 5610000 in Mostakbal City","مكتب للبيع في ايفر 85 متر ب 3 أوض و حمامين, بسعر 5610000 في مدينة المستقبل"
2099,"225 SQM, with 3 bedrooms and 5 bathrooms, priced at 19305000 in Mostakbal City","مكتب للبيع في ايفر 225 متر ب 3 أوض و 5 حمامات, بسعر 19305000 في مدينة المستقبل"
2098,"162 SQM, with 5 bedrooms and 5 bathrooms, priced at 8100000 in Mostakbal City","شقة للبيع في ايفر 162 متر ب 5 أوض و 5 حمامات, بسعر 8100000 في مدينة المستقبل"
2097,"230 SQM, with 3 bedrooms and 5 bathrooms, priced at 13800000 in Mostakbal City","شقة للبيع في ايفر 230 متر ب 3 أوض و 5 حمامات, بسعر 13800000 في مدينة المستقبل"
2096,"145 SQM, with bedroom and bathroom, priced at 8200000 in Ras ElHekma","منزل على الشاطئ للبيع في لفلس 145 متر ب أوضة و حمام, بسعر 8200000 في راس حكمة"
2095,"180 SQM, with 3 bedrooms and 2 bathrooms, priced at 18000000 in Ras ElHekma","توين هاوس للبيع في لفلز 180 متر ب 3 أوض و حمامين, بسعر 18000000 في راس حكمة"
2094,"450 SQM, with 3 bedrooms and 2 bathrooms, priced at 94244852 in Ras ElHekma","فيلا مستقلة للبيع في لفلز 450 متر ب 3 أوض و حمامين, بسعر 94244852 في راس حكمة"
2093,"180 SQM, with bedroom and bathroom, priced at 14000000 in Ras ElHekma","تاون هاوس للبيع في لفلز 180 متر ب أوضة و حمام, بسعر 14000000 في راس حكمة"
2092,"220 SQM, with bedroom and bathroom, priced at 43333333 in New Cairo","مكتب اداري  للبيع فى وان ناينتي 220 متر ب أوضة و حمام, بسعر 43333333 في القاهرة الجديدة"
2091,"Apartment For Sale In Kayan 130 SQM, with 2 bedrooms and 3 bathrooms, priced at 7198104 in 6th of October","شقة للبيع في كيان 130 متر ب أوضتين و 3 حمامات, بسعر 7198104 في 6 أكتوبر"
2089,"Apartment for sale in Kayan 135 SQM, with 3 bedrooms and 4 bathrooms, priced at 9111279 in 6th of October","شقة للبيع في كيان 135 متر ب 3 أوض و 4 حمامات, بسعر 9111279 في 6 أكتوبر"
2088,"106 SQM, with 3 bedrooms and 4 bathrooms, priced at 10472000 in New Cairo","مكتب للبيع في ثري سيكستي 106 متر ب 3 أوض و 4 حمامات, بسعر 10472000 في القاهرة الجديدة"
2087,"63 SQM, with 3 bedrooms and 4 bathrooms, priced at 5300000 in Madinaty","شقة فندقية للبيع في نايل بيزنس سيتي 63 متر ب 3 أوض و 4 حمامات, بسعر 5300000 في ماديناتي"
2085,"Chalet for sale in Zoya North Coast 125 SQM, with 3 bedrooms and 4 bathrooms, priced at 17763158 in El Dabaa","شاليه للبيع في زويا الساحل الشمالي 125 متر ب 3 أوض و 4 حمامات, بسعر 17763158 في الضبعة"
2082,"185 SQM, with 3 bedrooms and 2 bathrooms, priced at 9100000 in El Alamein","توين هاوس للبيع في بو ايلاند الساحل الشمالي 185 متر ب 3 أوض و حمامين, بسعر 9100000 في العلمين"
2081,"249 SQM, with 3 bedrooms and 5 bathrooms, priced at 12000000 in El Alamein","فيلا مستقلة للبيع في بو ايلاند الساحل الشمالي 249 متر ب 3 أوض و 5 حمامات, بسعر 12000000 في العلمين"
2080,"270 SQM, with 2 bedrooms and 2 bathrooms, priced at 12000000 in El Alamein","تاون هاوس للبيع في بو ايلاند الساحل الشمالي 270 متر ب أوضتين و حمامين, بسعر 12000000 في العلمين"
2079,"180 SQM, with bedroom and bathroom, priced at 7700000 in El Alamein","تاون هاوس للبيع في بو ايلاند الساحل الشمالي 180 متر ب أوضة و حمام, بسعر 7700000 في العلمين"
2078,"214 SQM, with 4 bedrooms and 3 bathrooms, priced at 8400000 in Sidi Abd El-Rahman","شالية للبيع في بو ايلاند الساحل الشمالي 214 متر ب 4 أوض و 3 حمامات, بسعر 8400000 في سيدي عبد إل-رحمان"
2077,"Twin House For Sale In Golf Views 371 SQM, with 4 bedrooms and 3 bathrooms, priced at 112357000 in Mostakbal City","توين هاوس للبيع في جولف فيوز 371 متر ب 4 أوض و 3 حمامات, بسعر 112357000 في مدينة المستقبل"
2076,"115 SQM, with 4 bedrooms and 3 bathrooms, priced at 4400000 in Sidi Abd El-Rahman","شالية للبيع في بو أيلاند الساحل الشمالي 115 متر ب 4 أوض و 3 حمامات, بسعر 4400000 في سيدي عبد إل-رحمان"
2075,"Store For Sale In Palmet 170 SQM, with 3 bedrooms and 4 bathrooms, priced at 20555603 in Mostakbal City","محل للبيع في بالميت 170 متر ب 3 أوض و 4 حمامات, بسعر 20555603 في مدينة المستقبل"
2074,"220 SQM, with 3 bedrooms and 4 bathrooms, priced at 13479000 in Mostakbal City","تاون هاوس للبيع في فيلدج ويست فيلاز 220 متر ب 3 أوض و 4 حمامات, بسعر 13479000 في مدينة المستقبل"
2073,"220 SQM, with 2 bedrooms and 2 bathrooms, priced at 10952000 in Mostakbal City","تاون هاوس للبيع في فيلدج ويست فيلاز 220 متر ب أوضتين و حمامين, بسعر 10952000 في مدينة المستقبل"
2072,"270 SQM, with 3 bedrooms and 3 bathrooms, priced at 18000000 in Mostakbal City","توين هاوس للبيع في فيلدج ويست فيلاز الشيخ زايد 270 متر ب 3 أوض و 3 حمامات, بسعر 18000000 في مدينة المستقبل"
2071,"Villa for sale in Katameya 2 Palm Hills, with 3 bedrooms and 4 bathrooms, priced at 29567000 in New Cairo","فيلا للبيع في القطامية 2 بالم هيلز ب 3 أوض و 4 حمامات, بسعر 29567000 في القاهرة الجديدة"
2070,"185 SQM, with 2 bedrooms and 2 bathrooms, priced at 13050000 in Sidi Abd El-Rahman","شالية للبيع في هايد بارك الساحل- سي شور 185 متر ب أوضتين و حمامين, بسعر 13050000 في سيدي عبد إل-رحمان"
